Title,Price,Unit Price
순살갈치500g,10900,"(100g당 2,180원)"
오징어젓갈150g,6980,(10g당 465원)
(ED)통꾸이220g,9980,"(100g당 4,536원)"
광천새우젓250g,8980,(10g당 359원)
x 참맥반석구이쥐포150g,7980,"(100g당 5,320원)"
x 풀무원들기름재래김20봉,10980,"(10g당 1,373원)"
손질삼치400g,10900,"(100g당 2,725원)"
x 지도표재래식가루김70g,4980,(10g당 711원)
x 국내산건오징어3미(중/170g),18900,"(100g당 11,118원)"
x 마른명태제사포70g,9980,"(100g당 14,257원)"
x 안주夜먹태청양데리야끼맛25g,4980,"(10g당 1,992원)"
x 안주夜먹태스위트허니맛25g,4980,"(10g당 1,992원)"
x 건한치130g,13980,"(100g당 10,754원)"
x 미니언즈한끼한포김자반7봉,4980,(10g당 711원)
창란젓갈150g,6980,(10g당 465원)
(균) 참오징어소면 50g,3980,"(100g당 7,960원)"
x 황태포1미(특대)90g,9980,"(100g당 11,089원)"
(균) 참맥반석구이오징어 40g,3980,"(100g당 9,950원)"
x 소문난광천돌자반70g,4980,(10g당 711원)
x 피쇼간장맛15g x 8봉,7980,"(100g당 6,650원)"
사조더고소한재래김16봉,7980,"(10g당 1,247원)"
(균) 바베큐조미오징어 50g,3980,"(100g당 7,960원)"
안주야 먹태 매콤불닭맛25g,3480,"(10g당 1,392원)"
낙지젓갈150g,8480,(10g당 565원)
홍어회무침300g,9900,"(100g당 3,300원)"
두절가자미700g,10900,"(100g당 1,557원)"
Deal.재래도시락김4g x 8봉,3980,"(10g당 1,244원)"
x 볶음멸치200g x 2,16980,"(100g당 4,245원)"
동태포400g,7980,"(100g당 1,995원)"
x 성경녹차조각김50g,4980,(10g당 996원)
양반김부각50g,4980,"(100g당 9,960원)"
건청각(국산/팩),3980,"(1팩당 3,980원)"
(균) 참불고기오징어40g,3980,"(100g당 9,950원)"
x 오징어튀김80g,7980,"(100g당 9,975원)"
E천일염손질갈치(대),10980,"(100g당 1,926원)"
x 통영국물용멸치300g,9980,"(100g당 3,327원)"
x 오새우오리지널150g,11900,"(100g당 7,933원)"
x 짜지않은김20봉,8980,"(10g당 1,123원)"
리얼 오징어깡 120g,5980,"(100g당 4,983원)"
x 홍진미250g x 2봉,18980,"(100g당 3,796원)"
x 타로어포150g,7980,"(100g당 5,320원)"
북어채400g,19900,"(100g당 4,975원)"
x 통영볶음용멸치300g,9980,"(100g당 3,327원)"
15일숙성홍어회150g,10980,"(100g당 7,320원)"
리얼육포깡120g,8980,"(100g당 6,908원)"
가자미살커틀렛550g,10580,"(100g당 1,924원)"
문어슬라이스200g,9980,"(100g당 4,990원)"
볶음용멸치(500g/박스),10980,"(100g당 2,196원)"
"자숙칵테일새우(대, 450g)",19980,"(100g당 4,440원)"
x 볶음용멸치500g,15980,"(100g당 3,196원)"
x 볶음조림용멸치500g,15980,"(100g당 3,196원)"
x 국물이시원한북어채150g,11900,"(100g당 1,190,000원)"
x 꼴뚜기100g,6980,"(100g당 6,980원)"
꼴뚜기(국산)100g,8900,"(100g당 8,900원)"
"칵테일새우살(중, 450g)",17980,"(100g당 3,996원)"
x 오가닉광천김9봉,6980,"(10g당 1,939원)"
쇠미역기획(300g x 2팩),4980,(100g당 830원)
(균)먹태포50g,3980,"(100g당 7,960원)"
x 국내산건오징어1미(특대/85g),10980,"(100g당 12,918원)"
x 안주夜꾸이열풍아몬드50g,5480,"(100g당 10,960원)"
x 안주夜꾸이열풍청양맛50g,5480,"(100g당 10,960원)"
서울우유 1000ml,3150,(100ml당 315원)
서울 후레쉬밀크 900ml x 2,4980,(100ml당 553원)
빙그레 바나나우유 기획 240ml x 5,5380,"(100ml당 2,242원)"
매일두유 99.9 950ml,3500,(100ml당 368원)
빙그레 요플레 라이트 딸기 80g x 4,3780,(10g당 473원)
서울 저지방우유 1L x 2,5680,(100ml당 568원)
빙그레 요플레 딸기 180g,1980,(10g당 110원)
다논 그릭요거트 플레인 90g x 4,5280,(10g당 587원)
동원 비피더스 명장 사과 125ml x 8,2480,(10ml당 198원)
다논 하루요거트 사과 120ml x 4,3980,(10ml당 332원)
피코크 에이클래스 그릭 요거트 450g,4980,(10g당 111원)
남양 맛있는우유 GT 900ml x 2,5480,(100ml당 609원)
빙그레 요플레 라이트 슈퍼베리 80g x 4,3780,(10g당 473원)
매일 바이오 그릭 무가당 플레인 400g,4680,(10g당 117원)
덴마크구워먹는치즈125g,5680,(10g당 454원)
다논 하루요거트 포도 120ml x 4,3980,(10ml당 332원)
다논 그릭요거트 달지 않은 플레인 90g x 4,5280,(10g당 587원)
풀무원다논위솔루션130ml x 4,6480,(10ml당 498원)
서울우유 내안의 진짜 초코 280ml,1680,(100ml당 600원)
남양드빈치피자치즈1kg,12980,(10g당 130원)
매일 소화가 잘되는 우유 930ml,3790,(100ml당 408원)
서울우유 내안의 진짜 커피 280ml,1680,(100ml당 600원)
동원 이태리안피자치즈 280g(70g x 4),5980,(10g당 214원)
피코크 더 클래스우유 900ml,2280,(100ml당 253원)
덴마크 하이요구르트 100ml x 10,2980,(10ml당 298원)
매일 엔요 기획 100ml x 10,3680,(10ml당 368원)
덴마크 소화가 잘되는 우유 2.3L,6880,(100ml당 299원)
서울우유 더 진한 순수 플레인 1.8L,7980,(10ml당 44원)
서울우유 비요뜨 초코링 138g x 2,2950,(10g당 107원)
매일 소화가 잘되는 저지방우유 930ml,3790,(100ml당 408원)
덴마크 드링킹 요구르트 딸기 750ml,3780,(10ml당 50원)
삼육 검은콩호두아몬드190ml x 16입,16990,"(100ml당 8,942원)"
남양 불가리스 사과 150ml x 4,4880,(10ml당 325원)
매일 바이오 그릭 to go 허니 120g,2500,(10g당 208원)
정식품17곡한끼두유190ml x 16,19980,(100ml당 657원)
남양 이오 기획팩 80ml x 10,3680,(10ml당 460원)
다논 그릭 시그니처 150g,2900,(10g당 193원)
서울우유 어른을 위한 치즈 180g,6980,(10g당 388원)
삼육두유190ml x 16,14990,"(100ml당 7,889원)"
다논 생크림 요거트 플레인 80g x 4,3780,(10g당 118원)
짜요짜요포도맛 240g,1980,(10g당 83원)
남양 떠먹는불가리스제로 딸기 80g x 4,2980,(10g당 373원)
서울초코우유200ml,880,(100ml당 440원)
동원소와나무 생크림 요거트 85g x 8,5080,(10g당 598원)
서울스페셜버터240g,6900,"(100g당 2,875원)"
상하목장 유기농 멸균우유 200ml x 6,8580,"(100ml당 4,290원)"
베지밀 검은콩과 검은참깨 190ml x 16,19980,(100ml당 657원)
서울 더진한 플레인요거트 스위트 1L,3980,(10ml당 40원)
매일 저지방 1% 후레쉬팩 900ml,3150,(100ml당 350원)
빙그레 바나나맛우유 라이트 240ml,1480,(100ml당 617원)
서울우유 체다 270g x 2입,8980,(10g당 333원)
파스퇴르 후레쉬우유 900ml,3290,(100ml당 366원)
삼육두유B 950ml,2980,(100ml당 314원)
짜요짜요딸기맛240g,1980,(10g당 83원)
서울뼈에쏙쏙칼슘치즈180g,6980,(10g당 388원)
서울우유 내안의 진짜 딸기 280ml,1680,(100ml당 600원)
남양 고소한저지방GT 900ml x 2,4980,(100ml당 553원)
다논 액티비아컵 딸기맛 80g x 4,3780,(10g당 473원)
동원 고칼슘우유900ml x 2,4980,(100ml당 553원)
알라 크림치즈 플레인 150g,4200,(10g당 280원)
아몬드와호두베지밀 950ml,3350,(100ml당 353원)
삼육두유A 950ML,2980,(100ml당 314원)
덴마크 소화가 잘되는 우유 900ml x 2,5880,(100ml당 653원)
파스퇴르 후레쉬우유 1.8L,5980,(100ml당 332원)
남양 떠먹는 불가리스 85g x 10,5480,(10g당 645원)
서울우유 A2 플러스 우유 710ml,3780,(100ml당 532원)
남양 초코에몽 250ML,1400,(100ml당 560원)
파스퇴르 저지방우유900ml,3290,(100ml당 366원)
프리차드가염버터200g,5480,"(100g당 2,740원)"
BR 아몬드봉봉밀키드링크 300ml,2580,(100ml당 860원)
삼육 플러스두유 950ml,2980,(100ml당 314원)
셀렉스 프로핏 MPI 밀크바닐라 250ml,2900,"(100ml당 1,160원)"
다논 액티비아 컵 플레인 80g x 4,3780,(10g당 473원)
상하 체다슬라이스 340g(20매),5500,(10g당 153원)
황성주박사의 국산콩두유 무가당 190ml x 16,17800,(100ml당 586원)
삼육검은콩칼슘두유190ml x 24,17000,"(100ml당 8,947원)"
서울우유 커피포리 200ml x 4,4480,(100ml당 560원)
서울딸기우유200ml,880,(100ml당 440원)
베지밀 검은콩B 190ml x 24 (트레이),18980,(100ml당 416원)
황성주박사의 국산콩 검은콩고칼슘190ml x 16,17800,"(100ml당 9,368원)"
연세 뼈를생각한 고칼슘두유검은콩190ml x 16,15800,"(100ml당 8,316원)"
모짜렐라치즈227g,5900,(10g당 260원)
연세 검은콩&검은참깨 두유 190ml x 24,13500,(100ml당 296원)
필라델피아 크림치즈 190g,6450,(10g당 339원)
삼육 검은콩두유 190ml x 20(파우치),21800,"(100ml당 11,474원)"
매일 오리지널 후레쉬팩 900ml,3150,(100ml당 350원)
매일 어메이징오트 바리스타 950ml,4500,(100ml당 474원)
베지밀A 190ml x 16,15200,"(100ml당 8,000원)"
(B) 정식품 고단백두유 190ml x 24입,17980,(100ml당 394원)
셀렉스 프로핏 MPI 모카초콜릿 250ml,2900,"(100ml당 1,160원)"
피코크 에이클래스우유 900ml,2380,(100ml당 264원)
셀렉스 스포츠 웨이프로틴 초콜릿330ml,2780,(100ml당 842원)
다논 액티비아 컵 복숭아 80g x 4,3780,(10g당 473원)
동원 비피더스 명장 포도 125ml x 8,2480,(10ml당 198원)
황성주박사의 국산콩 호두아몬드 190ml x 16,17800,(100ml당 586원)
동원 덴마크 드링킹요구르트 플레인 750ml,3780,(10ml당 50원)
매일 바이오 플레인 450g,3980,(10g당 88원)
셀렉스 스포츠 웨이프로틴 복숭아330ml,2780,(100ml당 842원)
드빈치아기치즈1단계180g,6680,(10g당 371원)
남양요구르트65ml x 20,3280,(10ml당 505원)
서울뽀로로칼슘왕180g,4580,(10g당 254원)
연세아몬드잣두유190 x 15,17900,(100ml당 628원)
다논 그릭베리 90g x 4,5280,(10g당 587원)
뼈로가는칼슘치즈270G,9980,(10g당 370원)
(JN)건국 착한목장 무항생제 우유 750ml,3500,(100ml당 467원)
연세 뼈를생각한 고칼슘호두아몬드190ml x 16,15800,"(100ml당 8,316원)"
황성주 발아약콩 두유 190ml x 16,17800,(100ml당 586원)
연세검은콩고칼슘(파)190 x 15,17900,(100ml당 628원)
매일 바이오 플레인 저지방 450g,3980,(10g당 88원)
빙그레 요플레 그릭 마일드 400g,3980,(10g당 100원)
서울에프엔비 패밀리 요구르트 750ml,2200,(10ml당 29원)
매일 바이오 제로 190ml,1200,(10ml당 63원)
황성주박사의 고단백두유 190ml x 16,21800,(100ml당 717원)
동원 비피더스 명장 베리 125ml x 8,2480,(10ml당 198원)
hy 호우섬 홍콩밀크티 350ml,1980,(100ml당 566원)
베지밀A 병190ml,1400,(100ml당 737원)
동원 덴마크 후레쉬 모짜렐라 빅볼 125g,4980,(10g당 398원)
빙그레 딸기맛우유 240ml,1480,(100ml당 617원)
아몬드브리언스위트950ml,3800,(100ml당 400원)
매일 무지방 0% 후레쉬팩 900ml,3150,(100ml당 350원)
서울 목장의 신선한 우유 1L,3800,(100ml당 380원)
다논 요거톡 스타볼 132g x 2,2980,(10g당 226원)
hy 호우섬 홍콩밀크티 1L,4080,(100ml당 408원)
요즘 플레인 그릭요거트 100g,3900,(10g당 300원)
사푸토 스트링치즈 340g,8950,(10g당 263원)
다논 액티비아 드링크 화이트 130ml x 4,3580,(10ml당 275원)
매일 더블업 체다치즈 360g,7980,(10g당 222원)
셀렉스 프로틴 팩 190ml x 16,19000,(100ml당 625원)
다논 액티비아 드링크 사과 130ml x 4,3580,(10ml당 275원)
베지밀 검은콩고칼슘 파우치 190ml x 15,18750,(100ml당 658원)
빙그레 요플레 클래식 플레인 85g x 4,3780,(10g당 445원)
매일 바이오 그릭 to go 플레인 120g,2500,(10g당 208원)
빙그레 요플레 플레인 85g x 4,3780,(10g당 445원)
파스퇴르 위편한하루 150ml x 4,3280,(10ml당 219원)
필라델피아 크림치즈 포션 100g,4500,(10g당 450원)
아몬드브리오리지널950ml,3800,(100ml당 400원)
요즘 플레인 그릭요거트 소프트 100g,3500,(10g당 350원)
동원 체다 슬라이스 치즈 1.8kg,19980,(10g당 111원)
모짜렐라피자치즈420g(70g x 6),8980,(10g당 214원)
상하미니크림치즈48g,2700,(10g당 563원)
파스퇴르 쾌변 요구르트 사과 150ml x 4,5980,(10ml당 399원)
매일 알라 무염 버터 400g,9900,"(100g당 2,475원)"
동원 그린덴마크 아몬드 950ml,3980,(100ml당 419원)
파스퇴르프리미엄홈버터450g,7980,"(100g당 1,773원)"
동원 체다 슬라이스 치즈 270g,8980,(10g당 333원)
빙그레 요플레 플레인 180g,1980,(10g당 110원)
다논 요거톡 초코필로우 124g x 2,2980,(10g당 240원)
빙그레 요플레 당무첨가 80g x 4,3780,(10g당 473원)
다논 액티비아UP 드링크 딸기 210ml,2200,(10ml당 105원)
서울우유 200ML,1080,(100ml당 540원)
소와나무 체다치즈클래식204g,7980,(10g당 391원)
빙그레 투게더맛우유 240ml,1480,(100ml당 617원)
매일 소화가잘되는우유 단백질 930ml,4190,(100ml당 451원)
빙그레 바이오플레 사과 130ml x 8,2380,(10ml당 183원)
콜비잭치즈227g,5900,(10g당 260원)
매일 아몬드브리즈 언스위트 190ml,1690,(100ml당 889원)
메글레 동물성 휘핑크림 250g,5900,(10g당 236원)
서울우유 테이스트치즈 고칼슘 180g,6880,(10g당 382원)
상하 미니아몬드 고다 48g,2700,(10g당 563원)
빙그레 요플레 라이트 바나나 80g x 4,3780,(10g당 473원)
남양드빈치자연방목치즈255g,5480,(10g당 215원)
동원 덴마크 후레쉬 리코타치즈 150g,4980,(10g당 332원)
동원 덴마크 후레쉬 모짜렐라 미니 125g,4980,(10g당 398원)
매일 지방을 낮춘 고단백치즈 270g,9980,(10g당 370원)
동원 그린덴마크 귀리 950ml,3980,(100ml당 419원)
그랑도르 까망베르 125g,5500,(10g당 440원)
빙그레 바나나맛우유 라이트 240ml x 4,5920,"(100ml당 2,467원)"
서울우유 연유500g,5500,"(100g당 1,100원)"
끼리 크림치즈 오리지널200g,8000,(10g당 400원)
끼리 크림치즈 플레인 98g,5980,(10g당 610원)
래핑카우 120g,6180,(10g당 515원)
동원 짜지않은치즈252g,6980,(10g당 277원)
상하미니칼슘체다48g,2700,(10g당 563원)
매일 어메이징오트 초콜릿 330ml,2980,(100ml당 903원)
매일루어팍가염포션버터10g x 18,9900,"(100g당 5,500원)"
살구앤아몬드치즈125g,5800,(10g당 464원)
매일 어메이징오트 오리지널 190ml,1500,(100ml당 789원)
연세 블루베리 요거트 300ml,2280,(10ml당 76원)
동원파마산치즈블렌드85g,4380,(10g당 515원)
Deal.트리플 피자치즈 320g,6980,(10g당 218원)
매일 허쉬 초콜릿 드링크 235ml x 4,5480,"(100ml당 2,332원)"
끼리 딥앤크런치 플레인 105g,6380,(10g당 608원)
다논 액티비아UP 드링크 복숭아 210ml,2200,(10ml당 105원)
매일 어메이징오트 커피 330ml,2980,(100ml당 903원)
매일유업아몬드브리즈프로틴190ml,1690,(100ml당 889원)
BR 엄마는외계인드링크 300ml,2580,(100ml당 860원)
빙그레 더단백 드링크 초코 250ml,2700,"(100ml당 1,080원)"
롯데 프라임 마가린 450g,3500,(100g당 778원)
그린덴마크 아몬드 190ml,1500,(100ml당 789원)
벨큐브플레인125G,10580,(10g당 846원)
hy 호우섬 화이트타로 밀크티 350ml,2300,(100ml당 657원)
매일 어메이징오트 언스위트 190ml,1500,(100ml당 789원)
덴마크 산양프로틴 치즈 220g,9980,(10g당 454원)
동원덴마크 산양우유 750ml,6980,(100ml당 931원)
매일 아몬드브리즈 오리지널 190ml,1690,(100ml당 889원)
남양 테이크핏 맥스 고소한맛 250ml,2700,"(100ml당 1,080원)"
드빈치아기치즈2단계180g,6680,(10g당 371원)
제르미 스모크 치즈 디스크 100g,3580,(10g당 358원)
빙그레 뽀로로와 친구들 80ml x 5,2480,(10ml당 310원)
매일 바이오 드링킹 블루베리 250ml,2000,(10ml당 80원)
빙그레 더단백 드링크 커피 250ml,2700,"(100ml당 1,080원)"
매일 바나나는 하얗다 190ml x 6,6500,(100ml당 570원)
빙그레 닥터캡슐 사과 130ml x 4,3980,(10ml당 306원)
연세 딸기 요거트 300ml,2280,(10ml당 76원)
서울우유 A2 플러스 우유 180ml,1500,(100ml당 833원)
그라나 파다노 150g,10980,(10g당 732원)
삼육두유B 파우치 190ml x 15,14980,"(100ml당 7,884원)"
그린 올리브 절임 200g,5980,(10g당 299원)
망고앤멜론치즈125g,5800,(10g당 464원)
베지밀B 병190ml,1400,(100ml당 737원)
빙그레 프로틴 스트링치즈 20g x 10,12980,"(10g당 6,490원)"
삼육두유A 파우치 190ml x 15,14980,"(100ml당 7,884원)"
(B) 정식품 야채가득 V19 145ml x 24,13980,(100ml당 402원)
베지밀B병190ml x 10,14000,"(100ml당 7,368원)"
hy 야쿠르트 1971 750ml,2980,(10ml당 40원)
오트사이드 바리스타블렌드 1L,4500,(100ml당 450원)
QBB 헬로키티 치즈 30g,5980,"(10g당 1,993원)"
그린덴마크 귀리 190ml,1500,(100ml당 789원)
매일 저지방 2% 후레쉬팩 900ml,3150,(100ml당 350원)
오트사이드 초콜릿맛 1L,4500,(100ml당 450원)
남양 테이크핏 맥스 바나나맛 250ml,2700,"(100ml당 1,080원)"
상하목장 유기농 저지방우유 750ml,5700,(100ml당 760원)
